Date,Traffic_Source,Traffic_Medium,Device_Category,Landing_Page,Users,New_Users,Sessions,Pageviews,Bounce_Rate_Pct,Avg_Session_Duration_Sec,Pages_Per_Session,Exit_Rate_Pct,Conversion_Rate_Pct,Transactions,Quantity_Sold,Revenue_KES,Cart_Abandonment_Rate_Pct,Marketing_Cost_KES,ROAS,Customer_Journey_Stage
3/11/2025,Linkedin,Paid,Mobile,Category_Page,192,46,249,491,61.82,174,1.97,67.76,0.7,2,4,7973.96,89.5,8007.59,1,Consideration
2/27/2023,Email,Newsletter,Tablet,Product_Page,349,71,426,958,56.18,241,2.25,61.05,3.36,14,42,59373.44,72.88,0,,Decision
2/8/2023,Affiliate,Cpc,Mobile,Product_Page,281,64,362,662,64.49,167,1.83,66.36,1.79,6,6,17494.67,82.19,7307.38,2.39,Decision
5/18/2022,Instagram,Paid,Desktop,Homepage,93,32,103,346,52.6,249,3.36,51.01,5.72,6,6,29779.54,67.92,2297.25,12.96,Consideration
10/29/2023,Twitter,Organic,Desktop,Blog,556,449,787,1944,53.21,254,2.47,48.22,3.75,30,60,161577.53,79.48,0,,Awareness
11/1/2025,Tiktok,Paid,Mobile,Homepage,513,427,744,2098,54.69,253,2.82,48.7,2.59,19,57,43256.71,75.02,9861.24,4.39,Awareness
12/17/2022,Youtube,Paid,Desktop,Blog,357,147,445,1495,36.73,269,3.36,37.93,3.19,14,28,53041.54,77.55,9242.29,5.74,Awareness
7/21/2025,Tiktok,Paid,Mobile,Homepage,599,445,637,1159,72.03,194,1.82,64.28,3.07,20,40,34632.47,76.49,6956.55,4.98,Awareness
11/12/2024,Google,Organic,Mobile,Homepage,473,383,498,886,63.81,176,1.78,61.6,0.9,4,4,6070.85,86.72,0,,Consideration
7/7/2024,Direct,No Media,Mobile,Blog,360,301,439,768,71.39,145,1.75,67.98,1.52,7,21,15400.78,87.91,0,,Awareness
8/6/2022,Linkedin,Paid,Desktop,Homepage,219,78,312,1070,35.51,250,3.43,37.1,4.91,15,30,50428.88,66.41,11493.15,4.39,Consideration
11/30/2025,Instagram,Paid,Mobile,Product_Page,392,143,549,834,71.45,193,1.52,68.18,2.86,16,16,61620.87,83.69,18401.08,3.35,Consideration
1/11/2023,Google,Organic,Desktop,Homepage,600,431,845,3177,34.57,248,3.76,35.32,5.18,44,44,147341.94,65.9,0,,Consideration
3/17/2023,Email,Newsletter,Mobile,Promo_Page,380,107,452,1537,44.86,216,3.4,48.46,9.29,42,84,175802.85,53.3,0,,Decision
7/14/2022,Google,Organic,Mobile,Category_Page,313,273,401,1239,46.43,241,3.09,40.05,2.88,12,12,21902.23,82.87,0,,Consideration
2/22/2024,Linkedin,Paid,Desktop,Blog,493,196,708,2712,43.05,227,3.83,37.62,3.36,24,48,77489.04,76,45011.15,1.72,Awareness
10/9/2025,Direct,No Media,Mobile,Product_Page,280,242,359,923,57.93,239,2.57,50.12,0.6,2,2,6947.07,81.3,0,,Retention
6/26/2025,Email,Newsletter,Mobile,Homepage,213,47,303,839,49.8,212,2.77,43.79,3.76,11,33,17279.87,80.15,0,,Consideration
3/19/2025,Email,Newsletter,Mobile,Blog,201,70,279,639,66.62,190,2.29,71.27,3.48,10,10,43127.35,75.03,0,,Awareness
12/31/2022,Google,Organic,Mobile,Product_Page,411,354,577,1621,52.74,214,2.81,49.52,2.51,14,14,27943.59,82.27,0,,Consideration
5/11/2025,Direct,No Media,Mobile,Promo_Page,267,230,353,1190,48.39,282,3.37,50.56,6.56,23,23,84086.05,68,0,,Decision
1/13/2022,Youtube,Paid,Mobile,Homepage,517,232,680,1829,55.87,237,2.69,56.41,0.9,6,12,12543.92,90.14,15274.42,0.82,Awareness
1/16/2022,Linkedin,Paid,Desktop,Blog,405,116,450,1530,40.6,300,3.4,44.21,4.94,22,22,106709.44,73.66,22953.06,4.65,Awareness
2/13/2022,Instagram,Paid,Mobile,Promo_Page,567,203,698,2122,52.05,247,3.04,49.15,5.64,39,39,154614.03,62.49,27260.23,5.67,Decision
11/10/2022,Facebook,Paid,Mobile,Promo_Page,237,72,292,853,46.68,274,2.92,46.16,5.05,15,60,63741.06,66.55,6425.89,9.92,Decision
6/7/2024,Google,Organic,Mobile,Promo_Page,511,442,600,2322,40.13,294,3.87,40.79,4.14,25,25,94749.16,77.43,0,,Decision
11/1/2025,Instagram,Paid,Mobile,Promo_Page,508,139,705,2108,51.17,226,2.99,46.6,5.3,37,37,164364.52,66.53,25145.02,6.54,Decision
6/11/2022,Instagram,Paid,Mobile,Category_Page,596,162,767,1580,67.16,230,2.06,70.39,3,23,23,68857.36,81.95,26756.42,2.57,Consideration
3/7/2024,Twitter,Organic,Mobile,Product_Page,387,273,433,1191,52.3,227,2.75,44.76,1.76,8,8,33522.64,84.02,0,,Awareness
5/23/2024,Facebook,Paid,Desktop,Category_Page,475,146,610,2477,31.57,328,4.06,31.01,3.74,23,92,94899.04,75.13,18001.86,5.27,Consideration
9/5/2024,Direct,No Media,Mobile,Promo_Page,402,357,464,1499,38.36,288,3.23,39.01,5.53,26,26,84724.59,74.63,0,,Decision
11/30/2023,Tiktok,Paid,Mobile,Product_Page,81,55,109,326,58.18,232,2.99,53.39,1.59,2,2,8233.28,88.3,1631.89,5.05,Awareness
3/3/2024,Twitter,Organic,Desktop,Product_Page,435,338,475,1662,45.97,272,3.5,45.84,4.11,20,60,113002.97,70.02,0,,Awareness
11/27/2022,Google,Organic,Mobile,Promo_Page,541,467,645,2264,45.4,219,3.51,48.72,6.9,45,90,128318.71,59.55,0,,Decision
5/12/2023,Google,Organic,Desktop,Product_Page,577,492,675,2545,44.03,225,3.77,43.65,4.91,33,66,124575.27,66.22,0,,Consideration
1/12/2025,Tiktok,Paid,Mobile,Category_Page,53,35,56,118,58.71,225,2.11,56.39,1.58,1,1,2590.38,77.77,770.49,3.36,Awareness
1/25/2024,Instagram,Paid,Desktop,Homepage,213,84,286,764,49.38,279,2.67,42.62,3.83,11,11,51913.73,78.33,5525.74,9.39,Consideration
9/8/2025,Google,Organic,Mobile,Product_Page,389,272,474,1607,48.78,251,3.39,49.2,2.61,12,12,27931.18,80.5,0,,Consideration
6/16/2022,Email,Newsletter,Mobile,Blog,152,41,200,220,86.73,121,1.1,86.47,3.6,7,7,27766.92,74.92,0,,Awareness
11/17/2023,Email,Newsletter,Desktop,Product_Page,534,221,729,2260,50.76,221,3.1,47.34,6.58,48,48,293312.6,67.26,0,,Decision
12/27/2022,Email,Newsletter,Tablet,Blog,519,147,732,1859,67.18,201,2.54,67.05,5.26,39,117,101191.98,72.03,0,,Awareness
3/15/2023,Instagram,Paid,Mobile,Homepage,271,104,324,671,68.53,179,2.07,74.32,2.32,8,8,13137.87,82.59,8783.36,1.5,Consideration
6/4/2022,Facebook,Paid,Mobile,Category_Page,456,157,607,1032,68.03,170,1.7,63.97,0.59,4,8,16858.43,85.77,16512.39,1.02,Consideration
6/3/2025,Instagram,Paid,Desktop,Product_Page,190,31,214,886,34.92,299,4.14,30.97,4.76,10,20,47310.98,71.74,5503.33,8.6,Consideration
9/27/2022,Direct,No Media,Mobile,Homepage,558,384,658,1553,69.13,191,2.36,62.32,1.6,11,22,38115.91,84.76,0,,Consideration
1/23/2023,Google,Organic,Mobile,Product_Page,149,119,185,583,52.42,199,3.15,52.41,2.97,5,10,10129.75,74.78,0,,Consideration
9/13/2025,Direct,No Media,Desktop,Product_Page,567,484,634,1775,45.59,287,2.8,46.27,4.48,28,28,126960.18,77.29,0,,Retention
6/24/2025,Email,Newsletter,Desktop,Category_Page,497,98,668,3026,31.94,277,4.53,32.58,5.86,39,39,207382.99,67.08,0,,Consideration
6/4/2025,Google,Organic,Tablet,Category_Page,327,226,464,1373,53.28,233,2.96,56.26,2.77,13,52,26417.05,81.06,0,,Consideration
12/29/2022,Google,Organic,Desktop,Product_Page,188,158,252,1011,24.92,276,4.01,22.07,4.15,10,40,36464.02,68.56,0,,Consideration
1/12/2023,Linkedin,Paid,Mobile,Promo_Page,597,112,745,3181,36.04,265,4.27,36.07,5.36,40,40,112762.16,66.87,39251.33,2.87,Decision
2/20/2024,Facebook,Paid,Desktop,Homepage,63,21,71,249,40.68,252,3.51,39.98,4.05,3,3,10724.84,72.67,2075.6,5.17,Consideration
2/27/2024,Email,Newsletter,Mobile,Homepage,529,199,681,1308,67.08,199,1.92,72.02,5.98,41,41,181546.21,72.94,0,,Consideration
8/29/2022,Instagram,Paid,Desktop,Product_Page,600,103,632,2914,25.98,276,4.61,25.18,5.73,36,36,184024.77,71.09,11442.45,16.08,Consideration
7/14/2022,Instagram,Paid,Mobile,Product_Page,599,247,848,2510,59.17,216,2.96,55.85,1.46,12,12,21558.89,84.19,22394.43,0.96,Consideration
8/11/2023,Tiktok,Paid,Mobile,Homepage,166,134,178,481,57.78,213,2.7,50.68,2.09,4,4,10406.8,82.23,1584.1,6.57,Awareness
4/28/2024,Email,Newsletter,Mobile,Blog,373,72,410,910,66.99,195,2.22,70.5,3.61,15,60,64648.99,74.1,0,,Awareness
4/3/2023,Email,Newsletter,Mobile,Promo_Page,213,85,268,909,43.14,231,3.39,41.66,7.08,19,38,87417.46,68.82,0,,Decision
4/12/2025,Direct,No Media,Mobile,Product_Page,355,292,472,788,69.09,163,1.67,70.46,1.06,5,5,17010.38,87.13,0,,Retention
11/27/2023,Linkedin,Paid,Mobile,Product_Page,265,83,304,796,50.78,221,2.62,47.08,1.05,3,6,9881.43,79.82,14624.1,0.68,Consideration
2/28/2024,Facebook,Paid,Mobile,Product_Page,72,11,98,208,61.48,218,2.12,67.06,3.07,3,9,9962.1,75.71,2236.83,4.45,Consideration
6/2/2022,Google,Organic,Mobile,Product_Page,446,358,627,2151,47.16,275,3.43,40.46,3.2,20,40,50866.93,81.02,0,,Consideration
9/5/2022,Instagram,Paid,Desktop,Blog,226,100,274,975,43.61,279,3.56,41.1,4.82,13,13,60417,74.26,7216.32,8.37,Awareness
6/24/2023,Tiktok,Paid,Mobile,Blog,284,220,402,708,78.74,185,1.76,79.86,0.49,2,8,6980.63,87.98,5379.89,1.3,Awareness
5/12/2025,Google,Organic,Desktop,Homepage,594,438,839,3205,28.54,288,3.82,25.98,4.22,35,105,180078.03,76.99,0,,Consideration
1/17/2024,Direct,No Media,Mobile,Product_Page,554,400,759,1510,61.65,197,1.99,66.12,0.58,4,4,10793.12,82.42,0,,Retention
1/6/2023,Instagram,Paid,Mobile,Promo_Page,205,86,230,685,45.89,219,2.98,50.43,3.78,9,9,26504.45,78.22,9043.43,2.93,Decision
10/27/2024,Direct,No Media,Mobile,Product_Page,598,505,774,1711,68.23,204,2.21,59.57,2.15,17,17,70846.88,77.71,0,,Retention
8/29/2023,Google,Organic,Mobile,Product_Page,167,128,197,491,54.45,259,2.49,47.07,0.72,1,2,3048.33,86.52,0,,Consideration
3/14/2025,Tiktok,Paid,Tablet,Product_Page,186,130,199,689,49.9,273,3.46,45.66,3.03,6,12,19154.17,72.8,2312.82,8.28,Awareness
12/29/2023,Linkedin,Paid,Tablet,Blog,172,51,206,414,66.53,174,2.01,70.87,2.34,5,5,17723.26,75.2,7809.31,2.27,Awareness
6/18/2024,Instagram,Paid,Mobile,Homepage,490,84,665,1264,66.56,221,1.9,70.22,1.72,11,11,44971.74,84.82,22630.17,1.99,Consideration
12/3/2025,Tiktok,Paid,Tablet,Homepage,551,446,665,1948,44.94,279,2.93,39.34,1.56,10,30,20986.25,81.04,6752.18,3.11,Awareness
2/9/2024,Direct,No Media,Mobile,Homepage,216,142,262,875,53.21,260,3.34,54.09,3.34,9,27,37441.6,75.98,0,,Consideration
8/7/2024,Instagram,Paid,Mobile,Homepage,471,164,613,1434,61.96,217,2.34,61.65,2.05,13,39,43047.69,80.99,16225.93,2.65,Consideration
11/15/2023,Email,Newsletter,Mobile,Product_Page,295,108,391,829,67.92,181,2.12,64.42,2.41,9,36,22821.1,79.45,0,,Decision
6/3/2023,Facebook,Paid,Desktop,Blog,289,115,411,1245,49.2,234,3.03,46.89,2.43,10,10,54536.33,79.34,8183.09,6.66,Awareness
3/22/2023,Direct,No Media,Desktop,Product_Page,159,105,215,995,29.23,307,4.63,31.43,5.46,12,24,65635.71,74.37,0,,Retention
8/12/2024,Facebook,Paid,Mobile,Homepage,439,119,607,1657,59.2,182,2.73,62.44,1.51,9,9,17704.47,85.59,12631.52,1.4,Consideration
2/8/2024,Email,Newsletter,Mobile,Homepage,582,254,676,1217,67.35,161,1.8,72.87,2.6,18,18,78291.67,82.41,0,,Consideration
1/16/2023,Facebook,Paid,Mobile,Promo_Page,115,44,141,520,42.38,290,3.69,37.53,6.22,9,9,28591.05,71.99,4663.97,6.13,Decision
12/25/2023,Instagram,Paid,Mobile,Category_Page,583,99,843,2158,54.78,231,2.56,56.65,2.26,19,19,49583.65,76.78,22316.45,2.22,Consideration
11/25/2022,Instagram,Paid,Mobile,Category_Page,239,78,265,721,47.99,207,2.72,43.64,2.56,7,21,26291.88,83.23,5659.19,4.65,Consideration
2/23/2023,Google,Organic,Desktop,Promo_Page,560,424,742,3636,15,314,4.9,20,9.12,68,204,300530.52,51.08,0,,Decision
11/13/2022,Google,Organic,Mobile,Blog,96,81,116,128,79.16,124,1.1,69.47,0.2,0,0,0,92.21,0,,Awareness
2/18/2024,Affiliate,Cpc,Mobile,Product_Page,452,152,603,1604,48.98,232,2.66,48.11,2.6,16,48,48050.23,77.9,6381.59,7.53,Decision
12/6/2025,Direct,No Media,Mobile,Category_Page,57,51,66,195,55.76,194,2.95,55.29,3.16,2,2,8714.26,82.52,0,,Consideration
1/13/2022,Facebook,Paid,Mobile,Homepage,599,104,653,1051,72.57,173,1.61,65.69,2.82,18,54,76745.69,79.01,13550.39,5.66,Consideration
2/9/2025,Youtube,Paid,Mobile,Homepage,449,114,477,1402,54.17,250,2.94,51.97,1.23,6,6,23513.35,84.09,14898.38,1.58,Awareness
5/20/2023,Google,Organic,Desktop,Category_Page,330,220,435,1418,48.94,269,3.26,47.73,3.97,17,17,53900.2,78.95,0,,Consideration
12/31/2024,Instagram,Paid,Tablet,Product_Page,593,192,637,2147,46.33,229,3.37,41.79,3.35,21,63,51520.02,71.25,9650.02,5.34,Consideration
5/17/2023,Youtube,Paid,Mobile,Promo_Page,395,85,502,1240,54.6,195,2.47,54.35,7.26,36,36,184883.38,63.33,12488.21,14.8,Awareness
6/2/2025,Facebook,Paid,Mobile,Promo_Page,224,71,265,840,52.97,214,3.17,55.39,4.88,13,52,56298.25,69.33,7370.94,7.64,Decision
11/20/2025,Direct,No Media,Mobile,Product_Page,571,400,794,1390,72.47,174,1.75,72.71,1.75,14,42,49972.44,80.18,0,,Retention
9/28/2024,Twitter,Organic,Mobile,Blog,415,307,560,616,86.58,158,1.1,86.48,1.12,6,6,9189.67,80.06,0,,Awareness
11/30/2025,Google,Organic,Mobile,Category_Page,518,463,621,1552,62.73,169,2.5,55.69,2.84,18,72,30949.4,82.17,0,,Consideration
7/16/2023,Email,Newsletter,Desktop,Promo_Page,230,47,317,1439,16.59,308,4.54,20,10.02,32,64,170019.56,47.33,0,,Decision
10/13/2025,Linkedin,Paid,Desktop,Category_Page,482,201,509,1670,52.98,198,3.28,46.44,3.85,20,40,81712.52,74.95,21329.55,3.83,Consideration
8/12/2024,Tiktok,Paid,Mobile,Category_Page,375,259,451,992,67.17,173,2.2,68.43,1.24,6,6,17979.69,82.36,4208.42,4.27,Awareness
7/18/2022,Email,Newsletter,Tablet,Homepage,311,67,363,1278,43.25,231,3.52,42.8,4.14,15,30,45154.05,75.72,0,,Consideration
2/17/2023,Google,Organic,Desktop,Category_Page,75,60,93,343,42.63,258,3.69,43.16,4.35,4,4,14734.91,78.74,0,,Consideration
3/7/2023,Google,Organic,Mobile,Product_Page,119,81,166,576,44.71,243,3.47,38.25,0.74,1,2,3279.56,83.79,0,,Consideration
6/25/2022,Tiktok,Paid,Mobile,Product_Page,81,63,113,354,51.71,236,3.13,53.19,3.11,4,4,13720.87,73.99,1478.61,9.28,Awareness
3/6/2025,Tiktok,Paid,Desktop,Promo_Page,284,222,406,1998,18.44,325,4.92,20,6.49,26,52,188111.44,65.69,4460.9,42.17,Awareness
4/22/2023,Email,Newsletter,Mobile,Category_Page,403,148,457,960,70.7,170,2.1,70.41,4.48,20,20,58773.37,76.22,0,,Consideration
5/5/2024,Google,Organic,Mobile,Promo_Page,395,270,564,2070,39.62,306,3.67,38.9,6.4,36,144,155320.6,63.75,0,,Decision
7/4/2025,Email,Newsletter,Mobile,Product_Page,530,130,641,1128,67.49,182,1.76,59.28,4.69,30,60,85192.83,67.35,0,,Decision
12/12/2022,Google,Organic,Mobile,Product_Page,152,125,184,293,70.17,169,1.59,60.53,1.01,2,2,3767.77,81.26,0,,Consideration
3/6/2022,Email,Newsletter,Desktop,Category_Page,583,128,702,2710,35.15,250,3.86,29.89,7.64,54,108,331707.28,65.88,0,,Consideration
12/30/2024,Google,Organic,Mobile,Blog,104,77,148,249,71.26,199,1.68,74.7,0.81,1,2,2308.35,88.6,0,,Awareness
11/8/2022,Google,Organic,Mobile,Homepage,201,157,213,675,42.22,240,3.17,41,1.06,2,4,5428.03,79.25,0,,Consideration
9/20/2024,Instagram,Paid,Desktop,Category_Page,411,101,516,1868,32.6,260,3.62,28.75,3.7,19,19,61166.05,69.89,19979.85,3.06,Consideration
11/6/2022,Linkedin,Paid,Desktop,Product_Page,560,125,643,2135,47.59,260,3.32,43.24,6.02,39,39,119218.38,69.61,37696.72,3.16,Consideration
8/15/2024,Twitter,Organic,Desktop,Promo_Page,126,89,179,780,17.58,370,4.36,20,7.8,14,42,62676.69,62.13,0,,Awareness
3/20/2022,Facebook,Paid,Mobile,Product_Page,376,69,449,1343,53.29,267,2.99,49.7,1.64,7,7,21216.92,79.07,6813.23,3.11,Consideration
4/3/2023,Email,Newsletter,Desktop,Homepage,475,97,515,2142,30.2,325,4.16,32.93,7.55,39,39,206339.26,59.3,0,,Consideration
5/16/2022,Google,Organic,Desktop,Product_Page,595,459,767,2240,43.58,292,2.92,42.68,4.61,35,70,102443.37,68.96,0,,Consideration
11/10/2023,Google,Organic,Mobile,Category_Page,507,360,694,2346,50.59,277,3.38,53.31,3.04,21,42,33106.83,75,0,,Consideration
10/22/2025,Email,Newsletter,Desktop,Homepage,469,97,586,1946,43.22,281,3.32,39.83,8.2,48,48,250338.3,54.93,0,,Consideration
9/25/2025,Google,Organic,Mobile,Category_Page,361,247,451,1033,70.54,161,2.29,68.55,2.44,11,33,30231.24,78.92,0,,Consideration
4/18/2023,Email,Newsletter,Mobile,Category_Page,432,193,503,1353,58.38,213,2.69,54.82,4.68,24,48,56983.24,74.83,0,,Consideration
4/16/2023,Linkedin,Paid,Mobile,Promo_Page,124,31,169,649,41.65,258,3.84,39.99,4.82,8,8,44613.32,69.7,7447.18,5.99,Decision
3/10/2023,Tiktok,Paid,Desktop,Product_Page,331,239,454,1757,35.38,296,3.87,34.53,5.51,25,50,114426.81,67.21,2421.98,47.25,Awareness
8/14/2023,Linkedin,Paid,Mobile,Product_Page,435,144,526,1289,53.3,220,2.45,53.94,1.29,7,14,26595.21,78.74,20100.56,1.32,Consideration
7/23/2023,Tiktok,Paid,Desktop,Promo_Page,361,261,431,1608,30.22,294,3.73,31.44,7.94,34,102,228654.47,57.04,2650.59,86.27,Awareness
1/24/2022,Youtube,Paid,Mobile,Product_Page,280,46,393,798,60.36,242,2.03,56.59,2.53,10,10,24445.03,80.47,8588.85,2.85,Awareness
3/8/2024,Tiktok,Paid,Mobile,Blog,148,122,209,236,75.67,164,1.13,82.23,0.2,0,0,0,81.39,1645.06,0,Awareness
7/15/2024,Facebook,Paid,Desktop,Promo_Page,465,109,567,2586,19.36,359,4.56,20,8.37,47,47,253066.24,60.24,8782.08,28.82,Decision
5/12/2023,Facebook,Paid,Mobile,Blog,524,86,567,658,81.93,180,1.16,84.17,1.36,8,8,16623.59,82.19,15244.45,1.09,Awareness
2/26/2024,Linkedin,Paid,Desktop,Product_Page,483,197,607,2422,30.1,270,3.99,25.79,4.77,29,29,131729.17,67.74,20911.79,6.3,Consideration
2/8/2023,Facebook,Paid,Mobile,Promo_Page,318,71,351,1190,35.11,291,3.39,35.79,3.34,12,12,49573.66,72.51,7711.95,6.43,Decision
9/15/2025,Facebook,Paid,Mobile,Product_Page,127,54,157,371,57.46,220,2.36,61.65,2.22,3,3,9804.56,80.87,4521.74,2.17,Consideration
1/16/2023,Twitter,Organic,Mobile,Category_Page,400,348,568,1113,65.46,207,1.96,63.1,2.34,13,13,32741.91,76.53,0,,Awareness
3/13/2023,Google,Organic,Mobile,Blog,235,197,314,345,84.49,175,1.1,81.93,0.2,1,2,1517.38,81.45,0,,Awareness
2/10/2022,Google,Organic,Mobile,Category_Page,175,142,228,825,45.2,250,3.62,38.85,1.38,3,3,8140.78,82.97,0,,Consideration
10/26/2024,Email,Newsletter,Mobile,Product_Page,116,30,145,380,62,193,2.62,54.1,5.12,7,14,12959.83,66.39,0,,Decision
5/30/2025,Youtube,Paid,Desktop,Promo_Page,483,129,623,2872,30.31,302,4.61,33.07,7.04,44,44,235752.63,62.95,23566.69,10,Awareness
2/17/2024,Facebook,Paid,Mobile,Blog,355,105,484,886,75.89,192,1.83,74.6,0.2,1,1,3541.38,90.72,16548.63,0.21,Awareness
3/31/2023,Facebook,Paid,Mobile,Product_Page,53,12,73,123,70.52,192,1.69,69.19,3.03,2,2,7339.38,74.22,1623.23,4.52,Consideration
3/18/2023,Affiliate,Cpc,Mobile,Blog,533,239,719,1294,66.98,218,1.8,69.21,1.57,11,22,48327.36,86.09,9455.43,5.11,Awareness
8/17/2024,Email,Newsletter,Desktop,Blog,405,75,431,1323,53.13,225,3.07,46.75,5.69,25,50,100076.43,68.48,0,,Awareness
12/27/2024,Google,Organic,Mobile,Blog,361,279,462,698,69.56,177,1.51,71.54,2.14,10,20,32344.37,82.91,0,,Awareness
6/12/2025,Instagram,Paid,Mobile,Blog,355,157,457,1133,62.37,223,2.48,59.21,0.69,3,3,8525.43,83.63,7738.25,1.1,Awareness
3/16/2024,Linkedin,Paid,Mobile,Product_Page,220,46,234,693,53.03,228,2.96,51.08,2.8,7,7,23377.25,73.21,11299.71,2.07,Consideration
12/17/2023,Instagram,Paid,Mobile,Promo_Page,351,119,376,1406,36.06,286,3.74,32.66,5.46,21,21,95201.45,72.3,14534.43,6.55,Decision
2/6/2022,Google,Organic,Mobile,Homepage,403,280,486,821,69.72,219,1.69,62.92,1.76,9,27,24121.38,81.48,0,,Consideration
11/2/2025,Tiktok,Paid,Desktop,Category_Page,369,245,467,1583,35.33,276,3.39,33.46,6.25,29,29,128948.93,63.2,4032.01,31.98,Awareness
2/9/2023,Google,Organic,Desktop,Homepage,370,268,463,1315,48.74,254,2.84,53.37,4.75,22,22,55030,75.24,0,,Consideration
11/3/2022,Instagram,Paid,Mobile,Homepage,199,75,267,614,59.67,188,2.3,63.24,3.14,8,24,32337.95,80.27,8691.29,3.72,Consideration
3/26/2025,Google,Organic,Mobile,Blog,370,260,412,466,75.79,182,1.13,71.88,0.88,4,8,6881.27,84.47,0,,Awareness
7/31/2024,Facebook,Paid,Desktop,Homepage,483,160,647,2057,38.97,237,3.18,40.84,4.22,27,54,102009.48,78.75,11023.4,9.25,Consideration
2/2/2024,Instagram,Paid,Mobile,Promo_Page,193,72,269,794,44.71,223,2.95,39.51,5.05,14,14,37893.8,72.58,10370.24,3.65,Decision
5/27/2025,Google,Organic,Mobile,Product_Page,172,136,220,636,55.18,244,2.89,51.43,1.35,3,9,9296.46,86.16,0,,Consideration
5/10/2024,Google,Organic,Desktop,Category_Page,130,107,188,775,27.13,311,4.12,25.33,4.84,9,9,41662.83,65.81,0,,Consideration
12/20/2025,Instagram,Paid,Mobile,Product_Page,379,104,447,1350,55.42,190,3.02,57.01,2.83,13,52,49278.16,75.64,17001.1,2.9,Consideration
1/1/2024,Google,Organic,Mobile,Homepage,130,111,158,450,49.85,229,2.85,49.64,2.86,5,15,9014.68,78.1,0,,Consideration
8/23/2025,Facebook,Paid,Desktop,Homepage,278,118,314,1215,36.74,242,3.87,39.5,3.33,10,10,54822.11,77.91,6764.83,8.1,Consideration
12/17/2024,Direct,No Media,Mobile,Category_Page,422,339,543,1385,56.68,187,2.55,58.46,2.88,16,16,70859.2,83.54,0,,Consideration
4/4/2025,Instagram,Paid,Desktop,Category_Page,137,55,175,826,23.35,302,4.72,25.68,4.88,9,9,31682.98,74.11,4667.78,6.79,Consideration
9/26/2025,Google,Organic,Mobile,Product_Page,473,308,633,1393,60.56,227,2.2,54.54,2.12,13,52,20193.77,75.4,0,,Consideration
2/17/2023,Instagram,Paid,Mobile,Category_Page,167,71,200,522,55.78,218,2.61,51.46,2.54,5,5,9532.36,79.5,7558.47,1.26,Consideration
10/15/2023,Twitter,Organic,Desktop,Category_Page,347,237,483,1512,41.63,275,3.13,44.57,5.69,27,81,77460.84,72.57,0,,Awareness
3/14/2023,Facebook,Paid,Mobile,Promo_Page,83,18,97,372,40.96,299,3.83,44,6.97,7,7,21226.16,67.24,2107.46,10.07,Decision
3/18/2025,Direct,No Media,Mobile,Homepage,225,148,271,889,46.43,257,3.28,47.41,2.46,7,14,16647.81,74.03,0,,Consideration
7/24/2022,Affiliate,Cpc,Mobile,Homepage,306,69,425,1305,53.28,265,3.07,47.36,1.39,6,6,22074.79,80.06,6578.98,3.36,Consideration
5/12/2024,Tiktok,Paid,Desktop,Blog,52,36,64,172,49.88,247,2.68,43.9,3.81,2,2,8256.72,79.28,374.68,22.04,Awareness
3/4/2024,Google,Organic,Mobile,Product_Page,378,277,465,1256,59.57,251,2.7,58.08,2.94,14,28,29845.96,81.25,0,,Consideration
7/18/2022,Google,Organic,Mobile,Product_Page,85,74,106,311,54.89,227,2.93,47.9,1.98,2,2,4671.24,76.58,0,,Consideration
3/1/2022,Email,Newsletter,Mobile,Category_Page,183,63,256,719,49.98,226,2.81,49.59,5.36,14,14,56602.69,71.52,0,,Consideration
5/22/2024,Facebook,Paid,Mobile,Blog,446,88,549,769,77.29,176,1.4,73.14,0.2,1,2,2192.69,88.9,12152.27,0.18,Awareness
7/17/2024,Affiliate,Cpc,Mobile,Homepage,300,116,350,896,64.06,175,2.56,55.93,2.02,7,7,30536.14,86.43,8239.45,3.71,Consideration
1/2/2024,Tiktok,Paid,Mobile,Homepage,237,187,337,859,64,232,2.55,55.72,2.08,7,21,26477.34,83.11,2459.62,10.76,Awareness
6/6/2022,Youtube,Paid,Desktop,Category_Page,508,146,704,2915,36.05,312,4.14,38.23,5.07,36,36,186171.05,65.81,22755.59,8.18,Awareness
4/11/2025,Instagram,Paid,Mobile,Homepage,339,71,390,1193,49.94,257,3.06,51.08,2.11,8,8,34942.63,77.92,8492.68,4.11,Consideration
12/12/2023,Youtube,Paid,Mobile,Blog,300,119,325,552,75.09,130,1.7,82.14,0.49,2,2,7921.15,84.15,7657,1.03,Awareness
4/14/2025,Direct,No Media,Mobile,Category_Page,304,218,345,928,51.41,251,2.69,55.2,1.93,7,7,10686.12,78.41,0,,Consideration
8/4/2025,Facebook,Paid,Mobile,Homepage,496,198,593,1494,50.16,212,2.52,54.18,0.63,4,4,16843.69,85.53,12302.9,1.37,Consideration
7/8/2023,Direct,No Media,Mobile,Homepage,381,279,467,920,62.75,220,1.97,65.62,1.99,9,18,17755.93,75.23,0,,Consideration
6/7/2024,Affiliate,Cpc,Mobile,Category_Page,444,139,574,999,65.07,201,1.74,64.88,1.03,6,6,12782.24,88.59,7197.51,1.78,Consideration
3/22/2023,Google,Organic,Mobile,Category_Page,339,229,392,1290,41.82,276,3.29,44.67,1.09,4,16,8826.04,85.45,0,,Consideration
